"","team_name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","minute","player"
"3960","Golden State Warriors","3/16/17",2016,1,4,26,"shot_yes","Layup Shot","2PT Field Goal",1,"Orlando Magic",-12,2,8,"Stephen Curry"
"3961","Golden State Warriors","2/27/17",2016,3,10,26,"shot_yes","Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",-6,16,26,"Stephen Curry"
"3962","Golden State Warriors","3/31/17",2016,1,3,43,"shot_no","Layup Shot","2PT Field Goal",1,"Houston Rockets",2,18,9,"Stephen Curry"
"3963","Golden State Warriors","2/25/17",2016,3,2,32,"shot_no","Layup Shot","2PT Field Goal",2,"Brooklyn Nets",22,18,34,"Stephen Curry"
"3964","Golden State Warriors","3/5/17",2016,1,6,33,"shot_no","Layup Shot","2PT Field Goal",2,"New York Knicks",19,7,6,"Stephen Curry"
"3965","Golden State Warriors","12/20/16",2016,3,3,42,"shot_no","Layup Shot","2PT Field Goal",0,"Utah Jazz",-7,7,33,"Stephen Curry"
"3966","Golden State Warriors","12/1/16",2016,3,6,21,"shot_no","Layup Shot","2PT Field Goal",2,"Houston Rockets",0,21,30,"Stephen Curry"
"3967","Golden State Warriors","10/28/16",2016,1,9,41,"shot_no","Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",-22,16,3,"Stephen Curry"
"3968","Golden State Warriors","12/13/16",2016,2,0,28,"shot_yes","Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",24,7,24,"Stephen Curry"
"3969","Golden State Warriors","1/18/17",2016,2,3,51,"shot_no","Layup Shot","2PT Field Goal",0,"Oklahoma City Thunder",4,-5,21,"Stephen Curry"
"3970","Golden State Warriors","1/2/17",2016,3,0,59,"shot_yes","Pullup Bank shot","2PT Field Goal",15,"Denver Nuggets",4,156,36,"Stephen Curry"
"3971","Golden State Warriors","2/2/17",2016,3,0,56,"shot_yes","Pullup Jump shot","2PT Field Goal",12,"Los Angeles Clippers",60,110,36,"Stephen Curry"
"3972","Golden State Warriors","3/14/17",2016,1,10,35,"shot_yes","Pullup Jump shot","2PT Field Goal",14,"Philadelphia 76ers",102,100,2,"Stephen Curry"
"3973","Golden State Warriors","12/17/16",2016,3,7,41,"shot_yes","Pullup Jump shot","3PT Field Goal",31,"Portland Trail Blazers",132,282,29,"Stephen Curry"
"3974","Golden State Warriors","3/24/17",2016,2,0,29,"shot_no","Pullup Jump shot","3PT Field Goal",30,"Sacramento Kings",-9,301,24,"Stephen Curry"
"3975","Golden State Warriors","3/2/17",2016,4,7,11,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Chicago Bulls",-6,267,41,"Stephen Curry"
"3976","Golden State Warriors","12/15/16",2016,4,5,27,"shot_no","Pullup Jump shot","3PT Field Goal",26,"New York Knicks",-155,218,43,"Stephen Curry"
"3977","Golden State Warriors","3/29/17",2016,1,9,9,"shot_no","Pullup Jump shot","2PT Field Goal",21,"San Antonio Spurs",-97,190,3,"Stephen Curry"
"3978","Golden State Warriors","12/25/16",2016,3,6,54,"shot_no","Pullup Jump shot","2PT Field Goal",15,"Cleveland Cavaliers",-102,121,30,"Stephen Curry"
"3979","Golden State Warriors","3/6/17",2016,1,4,14,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Atlanta Hawks",64,252,8,"Stephen Curry"
"3980","Golden State Warriors","12/17/16",2016,3,0,0,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Portland Trail Blazers",-142,239,36,"Stephen Curry"
"3981","Golden State Warriors","3/6/17",2016,3,1,46,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Atlanta Hawks",-71,242,35,"Stephen Curry"
"3982","Golden State Warriors","3/6/17",2016,3,5,59,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Atlanta Hawks",45,247,31,"Stephen Curry"
"3983","Golden State Warriors","11/9/16",2016,4,9,12,"shot_yes","Pullup Jump shot","3PT Field Goal",32,"Dallas Mavericks",127,301,39,"Stephen Curry"
"3984","Golden State Warriors","3/2/17",2016,2,0,0,"shot_no","Pullup Jump shot","3PT Field Goal",39,"Chicago Bulls",166,355,24,"Stephen Curry"
"3985","Golden State Warriors","2/4/17",2016,1,9,24,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Sacramento Kings",-19,257,3,"Stephen Curry"
"3986","Golden State Warriors","11/28/16",2016,2,4,37,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Atlanta Hawks",205,169,20,"Stephen Curry"
"3987","Golden State Warriors","3/6/17",2016,1,7,26,"shot_no","Pullup Jump shot","2PT Field Goal",21,"Atlanta Hawks",197,85,5,"Stephen Curry"
"3988","Golden State Warriors","12/17/16",2016,3,7,11,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Portland Trail Blazers",161,210,29,"Stephen Curry"
"3989","Golden State Warriors","1/16/17",2016,2,0,1,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Cleveland Cavaliers",117,244,24,"Stephen Curry"
"3990","Golden State Warriors","1/16/17",2016,1,0,12,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Cleveland Cavaliers",6,262,12,"Stephen Curry"
"3991","Golden State Warriors","12/15/16",2016,2,10,26,"shot_no","Pullup Jump shot","2PT Field Goal",18,"New York Knicks",-97,154,14,"Stephen Curry"
"3992","Golden State Warriors","11/13/16",2016,3,1,44,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Phoenix Suns",15,272,35,"Stephen Curry"
"3993","Golden State Warriors","3/2/17",2016,2,2,8,"shot_no","Pullup Jump shot","3PT Field Goal",24,"Chicago Bulls",73,237,22,"Stephen Curry"
"3994","Golden State Warriors","11/28/16",2016,4,3,0,"shot_yes","Pullup Jump shot","3PT Field Goal",28,"Atlanta Hawks",-163,229,45,"Stephen Curry"
"3995","Golden State Warriors","11/13/16",2016,2,1,9,"shot_no","Pullup Jump shot","3PT Field Goal",28,"Phoenix Suns",-6,288,23,"Stephen Curry"
"3996","Golden State Warriors","11/28/16",2016,3,4,18,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Atlanta Hawks",2,252,32,"Stephen Curry"
"3997","Golden State Warriors","11/13/16",2016,1,8,47,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Phoenix Suns",-232,18,4,"Stephen Curry"
"3998","Golden State Warriors","12/20/16",2016,1,4,22,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Utah Jazz",-74,244,8,"Stephen Curry"
"3999","Golden State Warriors","3/6/17",2016,3,8,13,"shot_no","Pullup Jump shot","3PT Field Goal",24,"Atlanta Hawks",155,190,28,"Stephen Curry"
"4000","Golden State Warriors","1/16/17",2016,2,4,31,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Cleveland Cavaliers",96,239,20,"Stephen Curry"
"4001","Golden State Warriors","11/13/16",2016,2,5,8,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Phoenix Suns",114,228,19,"Stephen Curry"
"4002","Golden State Warriors","3/20/17",2016,2,0,26,"shot_no","Pullup Jump shot","2PT Field Goal",22,"Oklahoma City Thunder",-84,213,24,"Stephen Curry"
"4003","Golden State Warriors","12/15/16",2016,2,5,34,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"New York Knicks",-186,169,19,"Stephen Curry"
"4004","Golden State Warriors","12/3/16",2016,3,7,48,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Phoenix Suns",-204,154,29,"Stephen Curry"
"4005","Golden State Warriors","11/13/16",2016,2,5,59,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Phoenix Suns",46,252,19,"Stephen Curry"
"4006","Golden State Warriors","3/2/17",2016,1,0,33,"shot_no","Pullup Jump shot","3PT Field Goal",24,"Chicago Bulls",110,214,12,"Stephen Curry"
"4007","Golden State Warriors","11/13/16",2016,3,4,9,"shot_no","Pullup Jump shot","3PT Field Goal",28,"Phoenix Suns",-150,242,32,"Stephen Curry"
"4008","Golden State Warriors","2/2/17",2016,3,2,48,"shot_yes","Pullup Jump shot","2PT Field Goal",15,"Los Angeles Clippers",94,120,34,"Stephen Curry"
"4009","Golden State Warriors","10/25/16",2016,4,6,11,"shot_no","Pullup Jump shot","3PT Field Goal",23,"San Antonio Spurs",-232,26,42,"Stephen Curry"
"4010","Golden State Warriors","12/11/16",2016,1,2,49,"shot_no","Pullup Jump shot","2PT Field Goal",18,"Minnesota Timberwolves",133,131,10,"Stephen Curry"
"4011","Golden State Warriors","12/3/16",2016,1,4,14,"shot_yes","Pullup Jump shot","2PT Field Goal",18,"Phoenix Suns",97,159,8,"Stephen Curry"
"4012","Golden State Warriors","2/23/17",2016,3,3,37,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Los Angeles Clippers",230,11,33,"Stephen Curry"
"4013","Golden State Warriors","1/22/17",2016,3,2,49,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Orlando Magic",-17,252,34,"Stephen Curry"
"4014","Golden State Warriors","11/4/16",2016,1,4,44,"shot_yes","Pullup Jump shot","2PT Field Goal",21,"Los Angeles Lakers",-160,140,8,"Stephen Curry"
"4015","Golden State Warriors","11/16/16",2016,1,3,15,"shot_yes","Pullup Jump shot","2PT Field Goal",22,"Toronto Raptors",-97,205,9,"Stephen Curry"
"4016","Golden State Warriors","3/6/17",2016,3,7,34,"shot_no","Pullup Jump shot","3PT Field Goal",24,"Atlanta Hawks",9,247,29,"Stephen Curry"
"4017","Golden State Warriors","12/28/16",2016,4,4,25,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Toronto Raptors",207,159,44,"Stephen Curry"
"4018","Golden State Warriors","2/23/17",2016,3,3,7,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Los Angeles Clippers",177,174,33,"Stephen Curry"
"4019","Golden State Warriors","3/24/17",2016,4,5,4,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Sacramento Kings",-197,180,43,"Stephen Curry"
"4020","Golden State Warriors","1/8/17",2016,3,8,21,"shot_no","Pullup Jump shot","2PT Field Goal",20,"Sacramento Kings",148,144,28,"Stephen Curry"
"4021","Golden State Warriors","11/28/16",2016,3,11,32,"shot_yes","Pullup Jump shot","2PT Field Goal",16,"Atlanta Hawks",119,120,25,"Stephen Curry"
"4022","Golden State Warriors","11/16/16",2016,2,5,58,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Toronto Raptors",-6,257,19,"Stephen Curry"
"4023","Golden State Warriors","11/16/16",2016,3,1,41,"shot_yes","Pullup Jump shot","2PT Field Goal",16,"Toronto Raptors",-143,82,35,"Stephen Curry"
"4024","Golden State Warriors","11/7/16",2016,4,6,2,"shot_no","Pullup Jump shot","3PT Field Goal",25,"New Orleans Pelicans",127,224,42,"Stephen Curry"
"4025","Golden State Warriors","11/16/16",2016,4,3,16,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Toronto Raptors",55,262,45,"Stephen Curry"
"4026","Golden State Warriors","11/7/16",2016,3,11,13,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"New Orleans Pelicans",19,262,25,"Stephen Curry"
"4027","Golden State Warriors","3/6/17",2016,3,1,51,"shot_no","Pullup Jump shot","2PT Field Goal",20,"Atlanta Hawks",187,95,35,"Stephen Curry"
"4028","Golden State Warriors","11/7/16",2016,2,5,5,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"New Orleans Pelicans",-201,165,19,"Stephen Curry"
"4029","Golden State Warriors","1/22/17",2016,3,6,54,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Orlando Magic",145,234,30,"Stephen Curry"
"4030","Golden State Warriors","12/5/16",2016,2,3,29,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Indiana Pacers",-233,21,21,"Stephen Curry"
"4031","Golden State Warriors","11/7/16",2016,2,4,20,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"New Orleans Pelicans",-207,183,20,"Stephen Curry"
"4032","Golden State Warriors","12/5/16",2016,1,7,25,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Indiana Pacers",145,218,5,"Stephen Curry"
"4033","Golden State Warriors","11/16/16",2016,4,1,59,"shot_no","Pullup Jump shot","2PT Field Goal",19,"Toronto Raptors",-97,169,47,"Stephen Curry"
"4034","Golden State Warriors","3/6/17",2016,4,0,33,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Atlanta Hawks",140,213,48,"Stephen Curry"
"4035","Golden State Warriors","1/8/17",2016,3,7,35,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Sacramento Kings",-34,244,29,"Stephen Curry"
"4036","Golden State Warriors","2/13/17",2016,2,2,36,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Denver Nuggets",132,229,22,"Stephen Curry"
"4037","Golden State Warriors","3/18/17",2016,2,1,47,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Milwaukee Bucks",-63,257,23,"Stephen Curry"
"4038","Golden State Warriors","3/2/17",2016,4,2,7,"shot_no","Pullup Jump shot","3PT Field Goal",24,"Chicago Bulls",135,208,46,"Stephen Curry"
"4039","Golden State Warriors","2/11/17",2016,1,9,46,"shot_yes","Pullup Jump shot","2PT Field Goal",16,"Oklahoma City Thunder",79,141,3,"Stephen Curry"
"4040","Golden State Warriors","2/11/17",2016,1,4,26,"shot_no","Pullup Jump shot","3PT Field Goal",24,"Oklahoma City Thunder",82,232,8,"Stephen Curry"
"4041","Golden State Warriors","10/30/16",2016,3,0,7,"shot_no","Pullup Jump shot","3PT Field Goal",27,"Phoenix Suns",151,232,36,"Stephen Curry"
"4042","Golden State Warriors","12/1/16",2016,4,4,25,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Houston Rockets",184,164,44,"Stephen Curry"
"4043","Golden State Warriors","11/23/16",2016,1,3,37,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Los Angeles Lakers",-169,203,9,"Stephen Curry"
"4044","Golden State Warriors","2/13/17",2016,1,3,59,"shot_yes","Pullup Jump shot","2PT Field Goal",19,"Denver Nuggets",146,129,9,"Stephen Curry"
"4045","Golden State Warriors","12/1/16",2016,4,7,34,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Houston Rockets",9,269,41,"Stephen Curry"
"4046","Golden State Warriors","2/13/17",2016,1,6,52,"shot_no","Pullup Jump shot","2PT Field Goal",21,"Denver Nuggets",125,174,6,"Stephen Curry"
"4047","Golden State Warriors","3/2/17",2016,3,4,21,"shot_no","Pullup Jump shot","2PT Field Goal",22,"Chicago Bulls",127,190,32,"Stephen Curry"
"4048","Golden State Warriors","2/11/17",2016,2,0,30,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Oklahoma City Thunder",-225,52,24,"Stephen Curry"
"4049","Golden State Warriors","10/30/16",2016,3,7,29,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Phoenix Suns",-91,252,29,"Stephen Curry"
"4050","Golden State Warriors","12/1/16",2016,2,6,56,"shot_yes","Pullup Jump shot","3PT Field Goal",28,"Houston Rockets",-179,223,18,"Stephen Curry"
"4051","Golden State Warriors","11/10/16",2016,3,7,36,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Denver Nuggets",68,242,29,"Stephen Curry"
"4052","Golden State Warriors","10/30/16",2016,1,3,26,"shot_no","Pullup Jump shot","3PT Field Goal",23,"Phoenix Suns",-232,-1,9,"Stephen Curry"
"4053","Golden State Warriors","3/2/17",2016,1,3,49,"shot_no","Pullup Jump shot","2PT Field Goal",14,"Chicago Bulls",146,-1,9,"Stephen Curry"
"4054","Golden State Warriors","1/2/17",2016,2,4,54,"shot_yes","Pullup Jump shot","3PT Field Goal",33,"Denver Nuggets",-61,332,20,"Stephen Curry"
"4055","Golden State Warriors","10/28/16",2016,4,5,49,"shot_yes","Pullup Jump shot","2PT Field Goal",20,"New Orleans Pelicans",-6,205,43,"Stephen Curry"
"4056","Golden State Warriors","1/2/17",2016,4,3,53,"shot_yes","Pullup Jump shot","3PT Field Goal",29,"Denver Nuggets",141,259,45,"Stephen Curry"
"4057","Golden State Warriors","3/2/17",2016,1,8,20,"shot_yes","Pullup Jump shot","2PT Field Goal",22,"Chicago Bulls",120,188,4,"Stephen Curry"
"4058","Golden State Warriors","11/26/16",2016,3,1,16,"shot_yes","Pullup Jump shot","3PT Field Goal",22,"Minnesota Timberwolves",225,26,35,"Stephen Curry"
"4059","Golden State Warriors","3/21/17",2016,1,11,24,"shot_no","Pullup Jump shot","2PT Field Goal",20,"Dallas Mavericks",-38,203,1,"Stephen Curry"
"4060","Golden State Warriors","3/6/17",2016,3,6,36,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Atlanta Hawks",105,223,30,"Stephen Curry"
"4061","Golden State Warriors","11/18/16",2016,3,7,48,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Boston Celtics",10,257,29,"Stephen Curry"
"4062","Golden State Warriors","2/2/17",2016,4,5,14,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Los Angeles Clippers",212,164,43,"Stephen Curry"
"4063","Golden State Warriors","1/6/17",2016,4,3,14,"shot_yes","Pullup Jump shot","2PT Field Goal",10,"Memphis Grizzlies",-6,106,45,"Stephen Curry"
"4064","Golden State Warriors","1/6/17",2016,4,0,41,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Memphis Grizzlies",97,242,48,"Stephen Curry"
"4065","Golden State Warriors","1/6/17",2016,3,6,34,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Memphis Grizzlies",207,183,30,"Stephen Curry"
"4066","Golden State Warriors","1/16/17",2016,3,5,15,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Cleveland Cavaliers",107,223,31,"Stephen Curry"
"4067","Golden State Warriors","3/21/17",2016,1,8,7,"shot_yes","Pullup Jump shot","2PT Field Goal",19,"Dallas Mavericks",24,193,4,"Stephen Curry"
"4068","Golden State Warriors","1/6/17",2016,1,1,27,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Memphis Grizzlies",-16,262,11,"Stephen Curry"
"4069","Golden State Warriors","3/29/17",2016,2,3,0,"shot_no","Pullup Jump shot","3PT Field Goal",28,"San Antonio Spurs",114,262,21,"Stephen Curry"
"4070","Golden State Warriors","1/20/17",2016,1,0,57,"shot_yes","Pullup Jump shot","2PT Field Goal",19,"Houston Rockets",164,110,12,"Stephen Curry"
"4071","Golden State Warriors","1/2/17",2016,2,5,16,"shot_yes","Pullup Jump shot","2PT Field Goal",20,"Denver Nuggets",115,174,19,"Stephen Curry"
"4072","Golden State Warriors","1/6/17",2016,3,9,23,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Memphis Grizzlies",101,237,27,"Stephen Curry"
"4073","Golden State Warriors","1/6/17",2016,3,8,6,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Memphis Grizzlies",213,151,28,"Stephen Curry"
"4074","Golden State Warriors","1/22/17",2016,1,4,0,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Orlando Magic",132,218,8,"Stephen Curry"
"4075","Golden State Warriors","12/28/16",2016,3,8,22,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Toronto Raptors",-235,56,28,"Stephen Curry"
"4076","Golden State Warriors","3/28/17",2016,1,3,58,"shot_no","Pullup Jump shot","3PT Field Goal",24,"Houston Rockets",73,237,9,"Stephen Curry"
"4077","Golden State Warriors","1/2/17",2016,1,0,27,"shot_no","Pullup Jump shot","3PT Field Goal",27,"Denver Nuggets",-181,203,12,"Stephen Curry"
"4078","Golden State Warriors","3/18/17",2016,3,2,18,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Milwaukee Bucks",138,229,34,"Stephen Curry"
"4079","Golden State Warriors","3/18/17",2016,1,4,53,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Milwaukee Bucks",-207,156,8,"Stephen Curry"
"4080","Golden State Warriors","1/25/17",2016,4,1,8,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Charlotte Hornets",123,213,47,"Stephen Curry"
"4081","Golden State Warriors","1/25/17",2016,1,5,2,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Charlotte Hornets",155,219,7,"Stephen Curry"
"4082","Golden State Warriors","1/16/17",2016,2,2,34,"shot_yes","Pullup Jump shot","2PT Field Goal",22,"Cleveland Cavaliers",-187,120,22,"Stephen Curry"
"4083","Golden State Warriors","2/4/17",2016,3,9,25,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Sacramento Kings",-101,228,27,"Stephen Curry"
"4084","Golden State Warriors","12/25/16",2016,1,4,36,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Cleveland Cavaliers",-235,90,8,"Stephen Curry"
"4085","Golden State Warriors","11/10/16",2016,1,2,22,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Denver Nuggets",-148,205,10,"Stephen Curry"
"4086","Golden State Warriors","1/25/17",2016,1,8,7,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Charlotte Hornets",69,232,4,"Stephen Curry"
"4087","Golden State Warriors","3/29/17",2016,3,6,54,"shot_no","Pullup Jump shot","3PT Field Goal",28,"San Antonio Spurs",43,277,30,"Stephen Curry"
"4088","Golden State Warriors","3/18/17",2016,1,3,22,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Milwaukee Bucks",94,252,9,"Stephen Curry"
"4089","Golden State Warriors","3/2/17",2016,3,7,39,"shot_no","Pullup Jump shot","2PT Field Goal",20,"Chicago Bulls",110,174,29,"Stephen Curry"
"4090","Golden State Warriors","1/25/17",2016,3,2,35,"shot_yes","Pullup Jump shot","2PT Field Goal",22,"Charlotte Hornets",-89,203,34,"Stephen Curry"
"4091","Golden State Warriors","12/15/16",2016,4,5,0,"shot_no","Pullup Jump shot","3PT Field Goal",27,"New York Knicks",6,272,43,"Stephen Curry"
"4092","Golden State Warriors","3/14/17",2016,4,5,51,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Philadelphia 76ers",-158,223,43,"Stephen Curry"
"4093","Golden State Warriors","3/14/17",2016,3,7,21,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Philadelphia 76ers",2,272,29,"Stephen Curry"
"4094","Golden State Warriors","1/20/17",2016,2,5,8,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Houston Rockets",169,208,19,"Stephen Curry"
"4095","Golden State Warriors","1/20/17",2016,2,0,39,"shot_no","Pullup Jump shot","2PT Field Goal",19,"Houston Rockets",141,136,24,"Stephen Curry"
"4096","Golden State Warriors","3/18/17",2016,3,7,36,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Milwaukee Bucks",-163,193,29,"Stephen Curry"
"4097","Golden State Warriors","2/11/17",2016,1,0,10,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Oklahoma City Thunder",-25,257,12,"Stephen Curry"
"4098","Golden State Warriors","11/1/16",2016,3,1,11,"shot_no","Pullup Jump shot","2PT Field Goal",22,"Portland Trail Blazers",102,198,35,"Stephen Curry"
"4099","Golden State Warriors","3/6/17",2016,4,3,16,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Atlanta Hawks",197,164,45,"Stephen Curry"
"4100","Golden State Warriors","11/1/16",2016,3,3,22,"shot_yes","Pullup Jump shot","3PT Field Goal",22,"Portland Trail Blazers",228,11,33,"Stephen Curry"
"4101","Golden State Warriors","11/7/16",2016,4,2,23,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"New Orleans Pelicans",71,252,46,"Stephen Curry"
"4102","Golden State Warriors","11/1/16",2016,3,6,41,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Portland Trail Blazers",64,252,30,"Stephen Curry"
"4103","Golden State Warriors","2/4/17",2016,1,8,49,"shot_yes","Pullup Jump shot","2PT Field Goal",19,"Sacramento Kings",89,175,4,"Stephen Curry"
"4104","Golden State Warriors","3/2/17",2016,1,0,0,"shot_no","Pullup Jump shot","3PT Field Goal",40,"Chicago Bulls",-132,380,12,"Stephen Curry"
"4105","Golden State Warriors","11/7/16",2016,3,0,9,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"New Orleans Pelicans",-196,154,36,"Stephen Curry"
"4106","Golden State Warriors","2/25/17",2016,1,9,39,"shot_no","Pullup Jump shot","3PT Field Goal",28,"Brooklyn Nets",159,232,3,"Stephen Curry"
"4107","Golden State Warriors","1/2/17",2016,3,11,27,"shot_yes","Pullup Jump shot","2PT Field Goal",19,"Denver Nuggets",120,151,25,"Stephen Curry"
"4108","Golden State Warriors","1/22/17",2016,3,0,5,"shot_no","Pullup Jump shot","3PT Field Goal",28,"Orlando Magic",-65,282,36,"Stephen Curry"
"4109","Golden State Warriors","12/8/16",2016,4,5,26,"shot_no","Pullup Jump shot","2PT Field Goal",19,"Utah Jazz",102,169,43,"Stephen Curry"
"4110","Golden State Warriors","2/25/17",2016,1,4,17,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Brooklyn Nets",-102,237,8,"Stephen Curry"
"4111","Golden State Warriors","3/2/17",2016,3,2,48,"shot_yes","Pullup Jump shot","2PT Field Goal",14,"Chicago Bulls",12,149,34,"Stephen Curry"
"4112","Golden State Warriors","2/11/17",2016,2,4,54,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Oklahoma City Thunder",148,188,20,"Stephen Curry"
"4113","Golden State Warriors","3/2/17",2016,1,1,38,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Chicago Bulls",-161,214,11,"Stephen Curry"
"4114","Golden State Warriors","2/1/17",2016,3,0,4,"shot_yes","Pullup Jump shot","3PT Field Goal",28,"Charlotte Hornets",163,237,36,"Stephen Curry"
"4115","Golden State Warriors","11/7/16",2016,3,3,59,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"New Orleans Pelicans",-120,228,33,"Stephen Curry"
"4116","Golden State Warriors","2/25/17",2016,4,2,31,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Brooklyn Nets",-19,259,46,"Stephen Curry"
"4117","Golden State Warriors","2/1/17",2016,2,3,37,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Charlotte Hornets",150,223,21,"Stephen Curry"
"4118","Golden State Warriors","2/28/17",2016,1,8,0,"shot_yes","Pullup Jump shot","2PT Field Goal",18,"Washington Wizards",81,169,4,"Stephen Curry"
"4119","Golden State Warriors","3/31/17",2016,4,2,22,"shot_yes","Pullup Jump shot","3PT Field Goal",28,"Houston Rockets",161,232,46,"Stephen Curry"
"4120","Golden State Warriors","11/3/16",2016,3,3,23,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Oklahoma City Thunder",230,26,33,"Stephen Curry"
"4121","Golden State Warriors","2/1/17",2016,1,0,1,"shot_yes","Pullup Jump shot","3PT Field Goal",29,"Charlotte Hornets",-179,234,12,"Stephen Curry"
"4122","Golden State Warriors","2/8/17",2016,3,3,59,"shot_yes","Pullup Jump shot","2PT Field Goal",16,"Chicago Bulls",87,144,33,"Stephen Curry"
"4123","Golden State Warriors","12/30/16",2016,1,2,43,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Dallas Mavericks",50,257,10,"Stephen Curry"
"4124","Golden State Warriors","11/1/16",2016,3,9,30,"shot_yes","Pullup Jump shot","3PT Field Goal",29,"Portland Trail Blazers",-210,203,27,"Stephen Curry"
"4125","Golden State Warriors","11/1/16",2016,3,7,28,"shot_yes","Pullup Jump shot","3PT Field Goal",28,"Portland Trail Blazers",-2,288,29,"Stephen Curry"
"4126","Golden State Warriors","3/16/17",2016,3,3,56,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Orlando Magic",35,257,33,"Stephen Curry"
"4127","Golden State Warriors","11/7/16",2016,1,4,32,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"New Orleans Pelicans",-184,203,8,"Stephen Curry"
